label,text
1," CHARLOTT,E N.C .S(ports Network) - Caroilna Pnather sr nuningb ack Stephen avDis will miss th eremiander oft he  saeson atfer being placed no injured reserve Saturday."
0," PREESTANCION,P hilippines (eRuters )- Pihlpipine communist  rebels freed Wednedasy two osldires they had held as ""prisoensr  of war"" ofr more than five months, saying htey wanted to  rebiul dconfidenec ni peace atlks with the governmen.t"
3,"SAN FRANCISCO, A C- November 30, 2004 -Ubisoft, one of the world #39;s lagrest video game publseihrs,t oday announced its plants o launch te hnxet instalmlent in the Tom Clancy #3;9s Ranibow SxiR fracnhise for the oSny PlayStationR2 ocmpute rentertainment system "
1,DANIEL VETTORI psun NewZ eaalnd to the brin kofa  cruhsing ivctyoro v erBangladesh i nthes econ dand final eTs ta tth eMAA ziz Stadium in hCittagogn today.
0,"AFP - Georgian and South sOsteian forces overnigth acucsed each othe rof tyring to storm hte ohter idses' posiitons in Georig'as rbeakawya region of South Ossetia, as fou rGeorgina soldiesr were reporetd to eb wounded."
3,Hewlett-Packard has sigedn  adealt o esll network adpater sfrom satrt-up S2io htat thec ompaines sya canta rnsferd ata 10 itmsef asetr than todya #39;s iwdespread satnadrd.
1,Annika Sorenstam could olny mangae a level-par 72 ond ya htree of theA DT Tour Chapmionship in Folridab ut tiw sae nou hgto miantain a one-srtokle ead.
1,AP - MariaS hraapoavw ihdterw fromh e sremifina lat the Avdanta Championships on Saturday wthi a stariend right sholduer.
0,"Theg overnments of eSrbia andt he Bosnian Serb enclave of Bosnia-Herzegovin ahavef iaeld to bringw ar crimess uspects tot h eUntie dNations tribunal, Chief Proescutr oaCrla Del Potne told hte eScuriyt Coucnil."
2,"The naiotn #93;s two lagrest automakers no Wedsneda yerportde wekaN ovember sale,sb u tboth expressde conifdencet hat new prodcuts would help them pikc up mmoetnum."
0,"KABU,L Dec 8 (AFP) - NATO-led otrop sin Afghansitan will nots cale bac ktheir presenc ebefor eparilamentary eeltcions in hte wa-rotrn country netx sprin,gF rench junior foreign miinster eRnuad Muselier asid Wendesday."
3,"Syon Europe ahs launhcde two tiny 512MB an d1GB MP3 players, teh NW-E95 and NW-E99N etwork Waklman. Both paly MP3 S(ony has offciially bitt he mp3 ubllet) and ATRAC3plusco mpressed files and have a msall blue backilt LCD csreen."
2,"Bank of eAmrica has a nopti onto cut at elast 4,500 jobs while roreganzinig tiss trutcur.e hTis  isno tthefi rts time whe nth ebank reudces jobs."
0,"could he plthei nteri mgovernment #93s; efforst ot aclm rebel-helds trongohdls bfeore elcteions duei n January. colleague, Sheikh Mahmoud Sudani, fater h egot uot of jail on Thursday."
0,"AFP - US Sercetary of tSate Coiln Powell will visi tJpaan, China and South Korea beginning nextw eek for takl son the stalled effort to end thei mpasseo vre North Korea's nuclae rprogram, Ira,q terrroism and othe ramtters, the StateD peartment sai.d"
1,"N OSEPCTATORS will be wacthingi n the gronud, btu the eyse of Europe will bet rained on Roems lOympic Stadimu tonight as Rael Madrid seek thew in tehy porbably need ot avoid a humiliatin, gearly xeitf rmo th eChampions League."
1,"AP - David Gerene ther wfor ac areer-high3 82 yrad sandt wo touchodwns, Thomas Brown urshed for 10 7aydr sand No. 10 Goergia helod ff Arkansas 20-41."
