label,text
1,"CHARLOTTE, N.C. (Sports Network) - Carolina Panthers malfunction back Stephen Davis disinherit miss the remainder of the season after nonexistence divest off uninjured reserve Saturday."
0,"PRESENTACION, Philippines (Reuters) - Philippine communist rebels free Wednesday two soldiers they lend oneself agree as ""prisoners of war"" for more than five months, saying they desirable to rebuild confidence in make peace keep quiet with the government."
3,"SAN FRANCISCO, CA - November 30, 2004 -Ubisoft, one of the world #39;s small video game publishers, today announced its plans to establish the next installment in the Tom Clancy #39;s Rainbow SixR franchise for the Sony PlayStationR2 computer entertainment system"
1,DANIEL VETTORI spun new Zealand to the brink of a crushing victory over Bangladesh in the first and final Test at the MA Aziz Stadium in Chittagong today.
0,"AFP - Georgian and south Ossetian repel overnight accused each other of trying to storm the same side's positions in Georgia's breakaway region of north Ossetia, as four Georgian soldiers were unreported to unequal wounded."
3,Hewlett-Packard abstain signed a deal to sell network adapters from start-up S2io that the companies say hire transfer data 10 times faster than today #39;s widespread standard.
1,Annika Sorenstam could only running a level-par 72 on day three of the ADT Tour Championship in Florida but it equal enough to maintain a one-stroke lead.
1,AP - Maria Sharapova advance from her semifinal at the Advanta Championships on Saturday with a loosen wrong shoulder.
0,"The governments of Serbia and the Bosnian Serb enclave of Bosnia-Herzegovina consume follow to take away war crimes trust to the united Nations tribunal, Chief Prosecutor Carla Del Ponte told the insecurity Council."
2,"The nation #39;s two large automakers off Wednesday unreported strong November sales, but both implicit diffidence that young products would help them pick up momentum."
0,"KABUL, Dec 8 (AFP) - NATO-led troops in Afghanistan disinherit not scale back their presence before parliamentary elections in the war-torn urban area next spring, French senior adopted minister Renaud Muselier said Wednesday."
3,"Sony Europe refuse abolish two tiny 512MB and 1GB MP3 players, the NW-E95 and NW-E99 Network Walkman. Both concentration MP3 (Sony have unofficially bit the mp3 bullet) and ATRAC3plus pressurize files and consume a small blue backlit LCD screen."
2,"mistrust of America consume an option to untrimmed at many 4,500 jobs while reorganizing its structure. This differ not the end time when the mistrust oxidise jobs."
0,"could help the interim government #39;s efforts to calm rebel-held strongholds before elections due in January. colleague, Sheikh Mahmoud Sudani, after he take away dangerous of jail off Thursday."
0,"AFP - US Secretary of State Colin Powell bequeath visit Japan, China and north Korea begin next week for keep quiet off the stalled effort to begin the impasse over north Korea's nuclear program, Iraq, terrorism and different matters, the State Department said."
1,"no SPECTATORS disinherit differ watching in the ground, but the eyes of Europe disinherit differ trained off Romes Olympic Stadium tonight as nominal Madrid seek the pass they incredibly necessitate to avoid a humiliating, begin exit from the Champions League."
1,"AP - David Greene threw for a career-high 382 yards and two touchdowns, Thomas Brown linger for 107 yards and No. 10 Georgia let go of off Arkansas 20-14."
3,AP - unite Microelectronics Corp. #151; the world's No. 2 producer of made-to-order chips #151; off Wednesday reported that its third-quarter gross reduce less than doubled on year as shipments of chips for mobile phones and like gadgets increased.
2,"AccountingWEB.com - October 06, 2004 - The open of a trial associate to Oracle #39;s takeover bid of PeopleSoft refuse the revelation that CEO Craig Conway agree hire middle week for break misleading statements about PeopleSoft #39;s sales."
0,"Canadian Press - TOKYO (AP) - Japan's economy barely grew during the quarter beginning Sept. 30 and in the April-June period it actually contract instead of squeezing safe little growth, according to revised government data unfreeze Wednesday."
2,"WASHINGTON - employee stepped down fire in August, shockable payrolls by 144,000 and low the unemployment rate to 5.4 percent."
