label,text
1,"CHARLOTTE,    N.C.       (Sports  Network)         -     Carolina       Panthers            running              back          Stephen     Davis           will m      iss       the         remainder             of       the    season            after      being                 placed           oninjured               reserve            Saturday."
0,"PRESENTACION,         Philippines                 (Reuters)           -             Philippine     communist        re         bels                 freed                Wednesday                    two       soldiers                   they             had     held                  as           ""prisoners                of            war""           for             more than                   five                  months,     saying     they       wanted          to           rebuild        confidence  in            peace          talks                with       thegovernment."
3,"SAN         FRANCISCO,           CA   -                    November30,  2004                 -Ubisoft,        one                of                   the                   world   #39;s                largest video game             publishers,                    today  announced            its             plans                to                launch       the      next            installment        in                 the    Tom                   Clan     cy    #39;s    Rainbow                    SixRfranchisefor         the   Sony PlayStationR2                    computer                    entertainment                   system"
1,DANIEL                VETTORI spun            New        Zealand        to           the    brink     ofa           crushing                 victory                    over         Bangladeshin the                second       and           final        Test    at           the           MA     Aziz         Stadium    in                    Chittagong                   today.
0,"AFP                  -             Georgian         and  South            Ossetian            forces                 overnight accused  each                  other          of  trying        to           storm  the               other      side'spositionsin              Georgia's                   breakaway            region     of       South          Ossetia,                  as         four              Georgian                soldiers     were    reported         to be                   wounded."
3,Hewlett-Packard                   has  signed            a deal                    to sell            network adapters            from            start-up    S2io          that     the   companies      say                    cantransfer     data        10                  times            faster                than     today        #39;s    widespread      standard.
1,Annika    Sorenstam            could only                 manage                   a                    level-par     72           on        day        three         of        the              ADTTour         Championship                 in    Florida    but     it      was                enough                 to      maintain      a    one-stroke    lead.
1,AP           -             Maria           Sharapova               withdrew          from her      semifinal at                the               Advanta            Championships         on       S             aturd      ay                  with     a  strained       right         shoulder.
0,"The   governments                   of                  Serbia       and the Bosnian         Serb       enclave             of         Bosnia-Herzegovinahave  failed       to           bring           war              crimes suspects    to the        United        Nations                 tribunal,                  Chief          Prosecutor Carla                  Del                   Pon                    te            told    the           Security          Council."
2,"The     nation       #39;s            two             largest     automakers          on    Wednesday                reported    weak                    November  sales,           but      bo                    th     expressedconfidence               that   new             pr                 oducts     would               help        them     pick                    up               momentum."
0,"KABUL,      Dec   8               (AFP)            -      NATO-led      troops          in       Afghanistan       will      not          scale                 back  th         eir       presence                    before          parliamentary                  elections           in         the                 war-torn          country     next             spring,         French      juni   or    foreign               minister Renaud      Muselier      said              Wednesday."
3,"Sony  Europe     haslaunched     two   tiny          512MB                and               1GB          MP3                    players,     the           NW-E95and          NW-E99       Network                 Walkman.   Both  play   MP3         (Sony                has              officially               bit         the         mp3                bullet)               and          ATRAC3plus      compressed               filesand           have     a                small      blue                 backlit          LCD   screen."
2,"Bank                 of     Ame    rica                   has                an         option   to               cut    at           le        ast       4,500                  jobs             while        reorganizing                   its   structure.              This   is            not                the      first   time                    when          the         bank                    redu             ces       jobs."
0,"could  help        theinterim  government #39;s           efforts            to         ca          lm       rebel-held          strongholdsbefore   elections                 due        in              January.                 colleague,                   Sheikh     Mahmoud         Sudani,              after                he                 got       out          of           jail     on        Thursday."
0,"AFP       -              US            Secretary          of       State Colin       Powellwill                    visit         Ja  pan,   China               and   South     Korea   beginning           next                   week     for        talks      on                  the            stalled       effort                  to           end the                 impasse    over       North    Korea'snuclearprogram,                  Iraq,               terrorism        and      other         matters,                    the                 State             Department           said."
1,"NO        SPECTATORS      will           be         watching           in  the         ground,              but                   the                  eyes     of                 Europe                   will                be   trained    on Romes  Olympic                 Stadium         tonight      as         Real              Madrid         seek                 the      win   they           probably    need        to             avoid                   a            humiliating,ea    rly                   exit           from           the         Champions            League."
1,"AP      -David      Greene  threw                   for       acareer-high    382               yards      and                    two        touchdowns,    Thomas   Brown         rushed                for107                 yards              and              No.    10           Georgia         held             offArkansas             20-14."
3,AP       -                   United   Microelectronics                Corp.                    #151;   the               wo          rld's               No.               2              producerof   made-to-order     chips     #151;      on   Wednesday                reported that                   its     third-quarter              net                  profit           more               than       doubled                on                    year        as             sh  ipments                  of        chips            for mobile        phones  and       other               g            adgets      increased.
2,"AccountingWEB.com      -     October 06,                   2004           -    The          opening                of  a       trial           related    to        Oracle                    #39;s                    takeover             bid             of            PeopleSoft                   featured                  the    revelation       that                   CEO                Craig Conway              was                   fired             last           week                 for                making            misleading           statements  ab        out                PeopleSoft       #39;s                  sales."
0,"Canadian                   Press -  TOKYO              (A       P)      -             Japan's             economy  barelygrew    during        the       quarter                  ending          Sept.                  30         and              in              the              April-June              period  it                    act    ually                 shrank     instead            of         squeezing              out                   slight     growth,              according     to                 revised             government       data   released                   Wednesday."
2,"WASHINGTON            -                   Employers       s               tepped            up       hiring       in                August,            expanding                   payrolls                   by              144,000               and          lowering           the        unemployment            rate           to   5.4              percent."
3,"Zastrossi              writes                   quot;According           to           the                 Anti-Phishing                 WorkingGroup,     ph ishing                sites--the practice                    of                   making       sites    that              look         and          act       like   popular sites      such                as  banks       in             orderto    steal               personal                  information          from      customers--rose    from                    543       sites                  in      September               to"
0,The                    Israeli      army     sealed                 off GazaStrip   Wednesday          by       shutting                 down      Erez             Crossing                 and   the          Industrial     Zone   and     prevented             Palestinians             from          leaving.
2,"NEW                   YORK            (Reuters)        -Monsanto                  Co.                 &lt;A                    HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N           target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt;    on     Wednesday                   said                 the       U.S.    Just   ice          Department   has   closedan                inqui                  ry     into      potential                antitrust             issues          regarding   a                   key      ingredient        used                  in        its        Roundup               herbicide."
3,"Geneva          -                 Worldwide                sales         of     in                dustrial           robots                   surged                to         record          levels               in      the  first           half of                  2004                    after         equipment                    pricesfell while                  labour     costs      grew, the            United     Nations Economic        Commission  for       Europe        said           in         a                   report        to                 be       released    today."
0,A                 prominent        Mexican                 jour                 nalist        knownfor   his                   reports                 on         organised                 crime                  iskilled             on    the                    US           border.
3,"For                   the         past                 few                   years,      viruses     have                    attacked                  Microsoft #39;s     operating system,   Web       browseror              e-mail    programs         seemingly                    on                aweek                    ly                  basis."
0,"Reuters                   -                   A     Paris         court               watched           on               Friday        a\surveillance                    video                  shot by      Islamicm       ilitants                plotting           to                  bomb        a\Strasbourg             market,       in which              a          commentator      brands     the            French\city          a       modern-day     Babylon          whose                   residents     wouldgo   to   hell."
2,Howard                Sternwill                leave a                   very                   different  company    than                    the  Infinity   Broadcasting           he                    first  joined   in                   1985.   The                  Viacom-owned          radio                   giant             started    out  a
0,"AFP              -             Microsoft                    said      it                will                join   with                India's   second-largest              software    firm,   Infosy       sTechnologies,                    to            provide              software          and  consulting    to                 manufacturing,        banking    and     automobile      companies."
3,"A          new  spacecraft          is   being                   readied            tomake                 the  fastest,        most       detailed                  study            yet         of the       fleeting  gamma ray      bursts emanating                fr                om           deep                in        space."
3,Ind          ividually  theyve            been               unstoppable                   in         their    respective industries.    Theyre      both    legends               th       at         have        surv        ived              the           dot           com        burst              and               came       out             winners.
2,"NEW           YORK        (Reuters)           -     U.S.              stocks            ended            slightly         lower                   on                  Tuesday,                 but         well            above their                lows,           after       crude  oil retreated            from           a   record         of             over     \$54          a                barrel."
3,The             Senate    Judiciary     Committee   is                 considering          a        copyright           bill             that     stands             at the         cent er                   of     the        file-sharing          debate.
