label,text
1,"CHARLOTTE, N.C. (Sports Network) - Carolina Panthers running back Stephen Davis will miss the remainder of the season after placed on injured Saturday."
0,"PRESENTACION, Philippines (Reuters) - Philippine communist rebels freed Wednesday two soldiers they held as ""prisoners of war"" for more than five months, saying they wanted to confidence in peace talks with the government."
3,"SAN CA - November 30, 2004 -Ubisoft, one of the world #39;s largest video game publishers, today announced its plans to launch the installment in the Tom Clancy #39;s Rainbow SixR franchise for the Sony PlayStationR2 computer entertainment system"
1,DANIEL VETTORI spun New Zealand to the brink of a crushing victory over Bangladesh in the second and final the MA Aziz Stadium in Chittagong today.
0,"AFP - and South Ossetian forces overnight accused each other of trying to storm the side's positions in Georgia's breakaway region of South Ossetia, as four Georgian soldiers were reported to be wounded."
3,Hewlett-Packard has signed a deal to sell adapters from start-up S2io that the companies say can transfer data 10 times faster than today #39;s standard.
1,Annika Sorenstam could only manage a 72 on day three of the Tour Championship in Florida but it was enough to maintain a one-stroke lead.
1,AP - Maria Sharapova from her semifinal at the Advanta Championships on Saturday with a strained shoulder.
0,"The governments of Serbia and the Bosnian Serb enclave of Bosnia-Herzegovina have failed to bring war suspects to the United Nations tribunal, Chief Prosecutor Del Ponte told the Security Council."
2,"The nation #39;s two largest automakers on Wednesday reported November sales, but both expressed confidence that new products help them pick up momentum."
0,"KABUL, Dec 8 (AFP) - NATO-led troops Afghanistan will not scale back their presence before elections in the war-torn country next spring, French junior foreign minister Renaud Muselier said Wednesday."
3,"Sony Europe has launched two tiny 512MB and 1GB MP3 players, the NW-E95 and NW-E99 Network Walkman. Both play MP3 (Sony has officially bit the bullet) and ATRAC3plus compressed files have a small blue backlit LCD screen."
2,"Bank of America has an option to cut at least 4,500 while its structure. This is not the first time when the bank reduces jobs."
0,"could help the government #39;s efforts to calm rebel-held strongholds before elections due in January. colleague, Sheikh Mahmoud Sudani, after got out of jail on Thursday."
0,"AFP - US Secretary of State Colin Powell will visit Japan, China and South Korea beginning next week on the stalled effort to end the impasse over North Korea's nuclear program, Iraq, terrorism and other matters, the State Department said."
1,"NO SPECTATORS be watching in the ground, but the eyes of Europe will be trained on Romes Olympic Stadium tonight as Real Madrid seek the win they probably need to avoid a humiliating, early exit the Champions League."
1,"- David Greene threw a career-high 382 yards and two touchdowns, Thomas Brown rushed for 107 yards and No. 10 Georgia held off Arkansas 20-14."
3,AP - United Microelectronics Corp. #151; the world's No. 2 producer of made-to-order chips on Wednesday reported that its third-quarter net profit more than doubled on year as shipments chips for mobile phones and other gadgets increased.
2,"AccountingWEB.com October 06, 2004 - The opening of a trial to Oracle #39;s takeover bid of PeopleSoft featured the revelation that CEO Craig Conway was fired last week for making misleading statements about PeopleSoft #39;s sales."
0,"Canadian Press - TOKYO (AP) - Japan's economy barely grew during the quarter ending 30 and in the April-June period it actually shrank instead of squeezing out slight growth, according to government data released Wednesday."
2,"WASHINGTON - Employers stepped up hiring in expanding payrolls by 144,000 and lowering the rate to 5.4 percent."
3,"Zastrossi writes quot;According to the Anti-Phishing Working Group, phishing sites--the practice of making sites that look and act like popular sites banks in order to steal personal information from customers--rose from 543 sites in September to"
0,The Israeli army sealed off Gaza Strip Wednesday by down Erez Crossing and Industrial Zone and prevented Palestinians from leaving.
2,"NEW YORK (Reuters) Monsanto Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt; on Wednesday said the U.S. Justice Department has closed an inquiry into potential antitrust issues regarding a key ingredient used in Roundup herbicide."
3,"Geneva - Worldwide sales of industrial robots surged to record levels in the first half of after equipment prices fell while labour costs grew, the United Nations Economic Commission for said in a report to be released today."
0,A prominent Mexican journalist known for reports on organised crime is killed the US border.
3,"For the past few years, viruses have attacked Microsoft operating system, browser or e-mail programs seemingly on a weekly basis."
0,"Reuters - A Paris court watched on Friday a\surveillance video shot by Islamic militants plotting to bomb a\Strasbourg market, in which a commentator brands the French\city modern-day Babylon whose residents would go hell."
2,Howard Stern will leave a very different company than Infinity Broadcasting he first joined in 1985. The Viacom-owned radio started out a
0,"AFP - Microsoft said will with India's second-largest software firm, Infosys Technologies, to provide software and consulting to manufacturing, banking and automobile companies."
3,"A new spacecraft is readied to make the fastest, most detailed study yet of the fleeting gamma ray emanating from deep in space."
3,Individually theyve unstoppable in respective industries. Theyre both legends that have survived the dot com burst and came out winners.
2,"NEW YORK (Reuters) - U.S. stocks ended slightly lower Tuesday, but well above their lows, after crude oil retreated from record of over \$54 a barrel."
3,The Senate Judiciary Committee is considering a copyright bill stands at the center of the file-sharing
2,"MANHASSET, NY - Intel Corp. (Santa Clara, Calif.) has taken lumps this year due to weakening market and several strategic errors, but the semiconductor supplier remains loyal to its shareholders."
3,&lt;strong&gt;Letters:&lt;/strong&gt; The bulging postbag its secrets
0,Reuters - American Jeffrey Sachs\has a novel way to tackle African poverty: more aid on\the world's poorest continent.
3,"Ivan, Frances Charley delivered three staggering blows to the Gulf Coast and Florida, as well as island nations, all in just five weeks."
1,United are back the title race after bringing Arsenal #39;s long unbeaten run to a grisly end in the Manchester rain. Ruud van Nistelrooy erased the misery of his penalty miss in season #39;s fixture by slotting a second-half spot-kick past Jens Lehmann.
3,"Scott McGregor, former head of Royal Philips Electronics' semiconductor division, will Alan Ross, who plans to"
0,Electrical engineering student Roozbeh Rahimi reflects a common among Iranians when he expresses that this famous tourist city will gain fame soon for its nuclear technology.
2,"REDWOOD SHORES, Calif. continue to bet today that most PeopleSoft shareholders will back Oracle #39;s nine-point-two (b) billion-dollar takeover bid its bitter rival."
0,"Premier Yu Shyi-Kun hopes economic ties to will guarantee peace. If not, quot;Taiwan has to have to ability to defend itself quot;."
1,Indianapolis' loss to New England in the A.F.C. game in January will have an impact on officiating as N.F.L. begins the 2004 season Thursday night.
2,"European leaders have been making false in a commercial-aircraft trade dispute pitting Boeing (BA.N: Quote, Profile, Research) against its Europe-based rival Airbus, a US senator close to Boeing said on Thursday."
1,Liverpool captain Steven Gerrard believes he is ready to make his comeback Middlesbrough the weekend following a two-month injury lay-off.
0,JERUSALEM (Reuters) - Israel's parliament took extraordinary security steps Wednesday for a vote week on a Gaza pullout plan expected to spark settler protests and heighten death threats against Prime Minister Ariel Sharon.
1,David Bellion scored 19 seconds after the kickoff as Manchester United #39;s backup team edged Arsenal #39;s youngsters 1-0 on Wednesday to reach semifinal of the English League Cup.
2,"The Senate cleared a on Sunday for a bill to hand out about \$140 billion in corporate tax breaks, but it was blocked from a final vote by a fight over a provision aimed at helping reservists on duty in"
3,"Reuters - Fears of a new El Nino, a phenomenon\that brings extreme weather patterns, are unfounded despite\unusual ocean temperatures often herald the devastating\weather anomaly, World Meteorological Organization said\Thursday."
0,"Ayman al- Zawahiri, second in command of al-Qaida, said last night that the US faced in Iraq and Afghanistan. In videotape broadcast by the Arab satellite television station al-Jazeera, he said: quot;The"
3,"A leading Japanese electronics is developing cards that can be used to make cashless payments, open locks and read identification with a simple flick."
1,"Great Britain #39;s Amir Khan, who looked so impressive in winning the 132-pound championship at the Junior International Invitational Boxing here last summer, has a chance for an Olympic gold medal the lightweight division today."
2,"NEW YORK, September 22 (newratings.com) - A witness in the first Enron criminal trial, and a former executive at the company, testified today that she believed that the Enron executives on trial involved in an effort to hide an illicit deal"
1,ROME : Juventus extended their lead at the top of Serie A to six points after they scraped a 1-0 home win Fiorentina and closest rivals AC were held to a goalless draw at Brescia.
3,"quot;NVIDIA and Intel Corporation announced that the companies signed a broad, multi-year cross-license agreement spanning multiple product lines and product generations."
2,"Aircraft maker Airbus insisted on Thursday it had no intention of taking sides in Microsoft antitrust case, even though it filed a brief in EU court on the software giant #39;s side."
0,Producer prices surged 1.7 percent in their sharpest increase in nearly 15 years.
3,"PC World - Linksys provide adapters and, eventually, Wi-Fi equipment."
3,Oracle target adds \$2.6 million to bottom after tax adjustment related ex-CEO's severance package.
0,"KABUL -- Two US soldiers died and was injured when bomb ripped through their patrol in southern Afghanistan yesterday. The troops were attacked near Deh Rawood, a town 400 km southwest of Kabul where"
1,HEARTS UEFA Cup adventure may have been derailed Rotterdam but coach Craig Levein can take comfort from the fact he has three more games to get it on track.
1,"For years, Shawsheen Tech and Greater Lowell have battled for the William J. Collins Cup on"
3,"The Java Studio Enterprise 7 platform, available now, offers a collaboration feature called Code-Aware that allows distributed teams of developers in different buildings and different continents work together according to Sun."
3,"Nokia has forecast that smartphone shipments worldwide are expected to increase to 238 million units by 2008, up from million this year, according to Vanjoki, executive vice president and general manager of multimedia at Nokia."
2,"CONSUMER goods maker Colgate-Palmolive said today it would cut about 12 per cent of its 37,000-person work force and close third of its worldwide as part of a four-year restructuring."
0,"Former deputy leader of Malaysia, Anwar Ibrahim, has returned home after two months overseas, ahs pledged to fight on for reform Malaysia."
3,"Internosis an information technology company in Arlington, plans to move its headquarters to Greenbelt in October. The relocation bring 170 jobs to Prince George's County."
3,Customers of Sprint Corp. and SBC Communications Inc. will be able use both companies' wireless Internet connections less hassle under a reciprocal deal announced Friday.
0,"SEOUL (Reuters) - The determination of North Korea to develop nuclear arms could harden after President Bush his rival, Senator John Kerry, clashed over how to proceed with six-party talks Pyongyang's ambitions, analysts said."
2,"AP - The Dutch supermarket retailer Ahold, seeking streamline global operations and reduce debt, said Sunday it will sell its holdings in to Permira Funds for about #36;849 million."
3,Add America Inc. to the growing list of companies and organizations shunning a spam-fighting proposal from Microsoft Corp. AOL cited quot;tepid support quot; for Microsoft #39;s so-called Sender ID which
0,"A ""miracle baby"" was the victim of child traffickers motivated by greed, a rules."
3,A coalition of private citizens and local elected in New Jersey plan to file a lawsuit to block the state's use of electronic machines.
1,"Brandon Backe wasn #39;t pleased when the Devil Rays, for the 2001 season, switched minor-leaguer from to pitcher. Considering how it worked out, Backe should give Tampa Bay a big thumbs up."
0,"Afghanistan #39;s interim President Hamid has left his heavily fortified compound in Kabul for his first election rally, in the last week campaigning, for this Saturday #39;s first ever direct elections."
3,"The image of blurry red ball near a failed star just might be the first picture ever snapped of a planet outside our solar system, an astronomer who helped find object said on Monday."
1,Reds general manager Dan O #39;Brien said Sunday what he has hinted for the last month or so: Dave Miley and his staff be back for 2005.
1,"AP - Calling UNLV ""a gold mine,"" Mike took over as coach of the Runnin' Rebels on Monday after two as offensive coordinator at high-scoring Utah."
2,"Next week, the FCC will likely change the rules on unbundled networks largely in ways to the bells."
0,"Russian President Vladimir Putin yesterday rejected a key recommendation of a United Nations panel on expanding the UN Security Council, saying reform would be one-sided if new members not have veto power."
2,"Britain #39;s biggest airport operator posted a 16 percent in first-half earnings on Tuesday, meeting expectations as cheap airfares and stronger economies drove up passenger numbers."
3,Ziff Davis - Panelists at point to emerging alternatives to perpetual licensing but say transition won't be easy.
0,"South African President Thabo Mbeki left Ivory Coast #39;s rebel of Bouake after talks Sunday, saying mediators would prepare proposals to end the crisis in the world #39;s cocoa grower."
2,The company has no further expansion plans after buying a website. Also: Virgin joins quest for a better iPod hellip;. makes promise that Oracle will live up to hellip;. and more.
1,"The two teams that shared the women #39;s basketball title last season -- Stanford and Arizona -- primed to share it again, according to the annual poll released at Pac-10 media day Tuesday at HP Pavilion in San Jose."
0,"Roadside bombings four American soldiers in Baghdad, the US said Wednesday, as US and Iraqi troops stepped up pressure on Sunni insurgents before this week #39;s start of the Islamic holy month of Ramadan."
3,"In April a Christian activist announced a summer 2004 expedition search for Noah's ark. The quest didn't happen, and now critics are questioning project's credibility."
3,"NEW YORK (Reuters) - The of personal computers worldwide is expected to double to about 1.3 billion by 2010, driven by explosive growth in emerging markets such as China, Russia and India, according to a released on Tuesday by Forrester Research Inc."
1,"Carmelo Anthony scored 30 points and Martin added 24 points and 16 rebounds, helping Denver Nuggets hold off the Toronto Raptors 112-106 Wednesday night."
1,"In somber tones and professional adjectives, the president, athletic director and the no-longer-the-football-coach took turns announcing a University of Florida firing Monday that was surprising only coming sooner rather than later."
3,Aoraki Mt Cook Ski Planes and Zealand Tourism Online are turning their backs on Microsoft #39;s Internet Explorer. Both companies are among the early adopters of a free quot;open source quot; Web browser.
2,"Starbucks Corp. (SBUX.O: Quote, Profile, Research) on Tuesday said its chief executive, Smith, will retire next year, surprising investors, who sent the coffee shop chain #39;s shares lower after-hours trading."
3,The Associated Press Anderson
3,"This service leverages new Windows Media to enable Napster subscribers to download music to portable devices, a technology called Janus."
0,HARARE (Reuters) - Zimbabwe President Robert Mugabe for unity on amid rare public jostling within his ruling ZANU-PF party over who will eventually succeed the controversial 80-year-old leader.
1,"Donetsk, Ukraine, Oct. 20 -- Shakhtar Donetsks Romanian teenage forward Ciprian Marica believes his strong team spirit will see them beat Celtic twice in UEFA Champions League."
2,Lehman Brothers Holdings Inc. is close to settling a class action for \$220 million stemming from that it colluded with other brokerages to mislead Enron Corp.
0,"Israeli MPs have resumed a debate on Prime Minister Ariel Sharon #39;s disengagement plan, which is expected to culminate in a historic vote favour of pull-out of troops and settlers from the Gaza Strip."
3,"Cisco Systems is accelerating its push into the SMB market with the launch this week entry-level switching modules, an switch and a Web-based management tool that helps smaller customers gain easier access to high-level features."
2,quot;Apple has invested heavily in technology to edit pictures. Not having a portable device to show them seemed an obvious oversight that would corrected once price of the displays
0,"ISLAMABAD: As the second round of expert-level talks on nuclear confidence building measures (CBMs) between Pakistan and India starts today, the government says that the recent statements coming from New Delhi quot; and sound quot;paranoid quot;."
2,"Attorney General Jim Petro is suing Best Buy, alleging the electronics retailer engaged in unfair and deceptive practices."
3,"quot;VeriSign #39;s are deficient, quot; Judge Howard Matz wrote the 16-page decision setting aside the antitrust claims against ICANN."
3,"- Apple has improved the services offered to subscribers of .Mac. Previously, the amount of storage for a basic .Mac account was 100MB, with a maximum of 15MB for e-mail. The service's base online storage has been increased to 250MB, e-mail service been enhanced, and the cost of upgrading has been reduced. .Mac's basic subscription price remains the same -- US #36;99.95 per year."
1,"AP - The infield at Fenway Park was covered with a dirty white tarp on a dreary day. Unless the Boston Red Sox start soon, the gloom will last all The Red Sox returned home Thursday after losing the first two games of the AL championship series to the Yankees in New York. As its workout began, Boston announced ace Curt Schilling's ailing ankle will prevent him from pitching Game 5 and perhaps the rest of the postseason."
0,Russian and Western leaders are sharply odds over the country's crisis.
3,"From today, new users of Microsoft #39;s Outlook and Outlook Express won #39;t be able view Hotmail emails for free. The company has announced that in future the service will only be available to subscribers of the MSN premium costing \$19."
1,The Baltimore Ravens could be without one of their offensive weapons for up to a month. Ravens coach Brian Billick said Monday that two-time Pro Bowl tight end Todd Heap could miss two to four weeks with a severely sprained right ankle.
0,"AFP - US Democratic presidential candidate John Kerry will switch to macho politics when he makes an atypical trip to rural Ohio in a bid woo traditionalist male voters, while President George W. Bush courts Catholics in Pennsylvania less than two week before election day."
0,"COLUMBIA, S.C. - A hurricane watch was issued the South Carolina coast Saturday as forecasters predicted Tropical Storm Gaston make landfall near Charleston on Sunday night..."
0,"WASHINGTON - The Senate late Sunday resolved a dispute delaying passage of a sweeping corporate tax bill and two spending bills for disaster relief and security, clearing the way for senators to adjourn Monday hit the campaign trail. The agreement removed parliamentary roadblocks thrown up by Sen..."
0,"KATMANDU, Nepal The Nepali capital was largely cut off from the rest of the country on after Maoist rebels threatened to attack any vehicles traveling on main roads, in a virtual blockade of Katmandu to press demands for the release of ..."
1,AMSTERDAM Leontien Moorsel won the first gold medal for the Netherlands at the Athens Olympic Games on Wednesday.
2,"The Dow Jones industrial average 38.86, or 0.4 percent, to 10,177.68. The Standard amp; #39;s 500 index was down 0.69, or 0.1 percent, at 1,134."
