label,text
1,"CHARLOTTE, N.C. (Sports Network) - Carolina Panthers run back Stephen Davis will girl the remainder of the season after being placed on injure modesty Saturday."
0,"PRESENTACION, Philippines (Reuters) - Philippine communist rebels free Wednesday two soldier they had held as ""prisoners of war"" for More than five months, saying they desire to rebuild confidence in peace talks with the government."
3,"SAN FRANCISCO, CA - November 30, 2004 -Ubisoft, one of the universe #39;s largest video game publishers, today announce information technology plan to launch the following installment inch the Tom Clancy #39;s rainbow SixR franchise for the Sony PlayStationR2 computer entertainment system"
1,Daniel VETTORI spun new Zealand to the brink of a suppression victory over Bangladesh inch the second and final Test at the MA Aziz Stadium in Chittagong today.
0,"alpha fetoprotein - Georgian and South Ossetian force overnight accused each other of trying to storm the other side's position in Georgia's breakaway region of South Ossetia, as four Georgian soldier were reported to be wounded."
3,Hewlett-Packard hour angle signed a deal to sell network organizer from start-up S2io that the company say can transfer data 10 times faster than today #39;s widespread standard.
1,Annika Sorenstam could lone pull off angstrom level-par seventy-two on day three of the ADT tour championship in Florida merely it was enough to maintain angstrom one-stroke lead.
1,AP - mare Sharapova withdrew from her semifinal at the Advanta championship on Saturday with angstrom strive right shoulder.
0,"The government of Serbia and the Bosnian Serbian enclave of Bosnia and Herzegovina have fail to bring war crimes suspect to the United state tribunal, head prosecutor Carla Del Ponte told the security Council."
2,"The nation #39;s two largest automakers on Wednesday report weak November sales, merely both express assurance that new merchandise would help them pick up momentum."
0,"KABUL, Dec 8 (AFP) - NATO-led military personnel inch Afghanistan volition not scale back their presence before parliamentary election inch the war-torn country next spring, French junior foreign minister Renaud Muselier said Wednesday."
3,"Sony Europe has launched two tiny 512MB and 1GB MP3 players, the NW-E95 and NW-E99 Network Walkman. Both play MP3 (Sony hour angle officially bit the mp3 bullet) and ATRAC3plus compressed file and rich person a small blue backlit liquid crystal display screen."
2,"Bank of United States has an option to cut at least 4,500 occupation while reorganizing information technology structure. This beryllium not the first time when the bank reduce jobs."
0,"could aid the interim government #39;s attempt to composure rebel-held strongholds earlier elections due inch January. colleague, Sheikh Mahmoud Sudani, after he get out of jail on Thursday."
0,"AFP - United States Secretary of State Colin Powell will visit Japan, China and South Korea beginning next week for talks on the stalled attempt to end the deadlock over North Korea's nuclear program, Iraq, terrorism and other matters, the state Department said."
1,"NO SPECTATORS volition beryllium watching in the ground, but the eyes of Europe volition be trained on Rome Olympic stadium tonight arsenic Real Madrid seek the win they probably need to avoid angstrom humiliating, early exit from the Champions League."
1,"AP - David Greene threw for a career-high 382 yard and two touchdowns, Thomas Brown rush for 107 yard and ordinal number ten Georgia held off Arkansas 20-14."
3,AP - unite Microelectronics Corp. #151; the world's ordinal number two producer of made-to-order french fries #151; on Wednesday reported that its third-quarter internet net income more than double on year as shipments of chips for mobile phones and other gadgets increased.
2,"AccountingWEB.com - October 06, 2004 - The opening of angstrom trial related to prophet #39;s coup d'etat bid of PeopleSoft featured the revelation that chief executive officer Craig Conway was fired stopping point week for making misleading statement about PeopleSoft #39;s sales."
0,"Canadian imperativeness - TOKYO (AP) - Japan's economy barely bend during the quarter ending Sept. 30 and inch the April-June time period information technology actually shrank alternatively of squeeze out rebuff growth, according to revised government data let go of Wednesday."
2,"Washington - employer measure up hire inch August, expanding payrolls by 144,000 and lowering the unemployment rate to 5.4 percent."
3,"Zastrossi writes quot;According to the Anti-Phishing Working Group, phishing sites--the practice of devising sites that look and act like popular site such arsenic banks in order to bargain personal information from customers--rose from 543 site in September to"
0,The Israeli army sealed murder Gaza strip Wednesday by shutting down Erez crossing and the industrial Zone and prevent Palestinian from leaving.
2,"new York (Reuters) - Monsanto Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt; on Wednesday said the United States government justice department hour angle closed an inquiry into potential antitrust issues see a key ingredient used inch information technology Roundup herbicide."
3,"Geneva - worldwide gross sales of industrial automaton surged to record degree in the first half of 2004 after equipment monetary value fell while labor costs grew, the unite Nations Economic Commission for Europe said in a report to beryllium released today."
0,angstrom outstanding Mexican journalist know for his report on form crime is kill on the United States border.
3,"For the past few years, viruses have attacked Microsoft #39;s operate system, web browser or electronic mail programs apparently on angstrom weekly basis."
0,"Reuters - A Paris court watched on Friday a\surveillance video shooting by Islamic militants plot to bomb a\Strasbourg market, in which a observer brands the French\city angstrom modern-day Babylon whose residents would go to hell."
2,Howard Stern volition leave angstrom very different company than the Infinity Broadcasting helium first articulation in 1985. The Viacom-owned radio giant get down out angstrom
0,"alpha fetoprotein - Microsoft said it will join with India's second-largest software firm, Infosys Technologies, to supply software and consult to manufacturing, banking and automobile companies."
3,"angstrom new spacecraft be being readied to make the fastest, most detailed study yet of the flit gamma beam explosion emanate from deep inch space."
3,Individually theyve been unstoppable inch their respective industries. Theyre both legend that have survive the point com explosion and semen out winners.
2,"NEW York (Reuters) - U.S. stocks end slightly lower berth on Tuesday, merely well above their lows, after petroleum oil retreated from angstrom record of over \$54 angstrom barrel."
3,The senate Judiciary committee beryllium see angstrom copyright bill that base at the center of the file-sharing debate.
2,"MANHASSET, New York - Intel Corp. (Santa Clara, Calif.) has taken some ball this year due to weakening market conditions and several strategic errors, merely the semiconductor supplier remains loyal to information technology shareholders."
3,&lt;strong&gt;Letters:&lt;/strong&gt; The bulge mailbag give up information technology secret
0,Reuters - American economist Jeffrey Sachs\has angstrom novel way to tackle African poverty: shower More aid on\the world's poorest continent.
3,"Ivan, France and Charley delivered three stagger blow to the Gulf seashore and Florida, as well arsenic Caribbean island nations, all inch just five weeks."
1,unite are back in the title race after bringing arsenal #39;s long unbeaten run to angstrom ghastly end in the Manchester rain. Ruud van Nistelrooy erased the misery of his punishment girl inch stopping point season #39;s fixture by slot a second-half spot-kick past Jens Lehmann.
3,"Scott McGregor, former head of royal Philip Electronics' semiconductor division, volition replace Alan Ross, who plan to retire."
0,electrical engineering student Roozbeh Rahimi reflects a common sentiment among Irani when helium express hope that this famous tourist city will addition fame soon for its nuclear technology.
2,"REDWOOD SHORES, California Investors continue to bet today that most PeopleSoft stockholder volition back Oracle #39;s nine-point-two (b) billion-dollar coup d'etat bid for information technology bitter rival."
0,"Prime Minister Yu Shyi-Kun hope economic necktie to the mainland volition guarantee peace. If not, quot;Taiwan hour angle to rich person to ability to defend itself quot;."
1,Indianapolis' loss to New England inch the A.F.C. championship game inch January volition have an impact on officiating as the N.F.L. Begin the 2004 season Thursday night.
2,"European leaders have been devising false claim in a commercial-aircraft trade dispute pitting Boeing Co. (BA.N: Quote, Profile, Research) against information technology Europe-based rival Airbus, angstrom United States senator close to Boeing said on Thursday."
1,Liverpool captain Steven Gerrard believes he beryllium ready to make his rejoinder against Middlesbrough at the weekend following a two-month injury lay-off.
0,Jerusalem (Reuters) - Israel's parliament took extraordinary security steps Wednesday for angstrom vote next week on a Gaza pullout plan expect to spark Jewish settler protest and heighten death threats against Prime Minister Ariel Sharon.
1,David Bellion scored nineteen second after the opening kickoff arsenic Manchester unite #39;s backup team edged arsenal #39;s youngsters 1-0 on Wednesday to reach the semifinal of the English league Cup.
2,"The Senate unclutter a path on Sunday for angstrom bill to hand out about \$140 billion inch corporate tax breaks, but it was blocked from angstrom final vote by a battle over a provision aimed at helping reservist on duty inch Iraq."
3,"Reuters - Fears of a new elevation Nino, a phenomenon\that bring extreme weather patterns, are unfounded despite\unusual ocean temperature which frequently herald the devastating\weather anomaly, the universe Meteorological organization said\Thursday."
0,"Ayman al- Zawahiri, second inch command of al-Qaida, said stopping point night that the US confront defeat inch Iraq and Afghanistan. In angstrom videotape broadcast by the Arab satellite television station al-Jazeera, he said: quot;The"
3,"angstrom leading Japanese electronics company be developing memory cards that can be used to make cashless payments, open lock and read appellation with a simple flick."
1,"great Britain #39;s emir Khan, World Health Organization looked sol impressive inch winning the 132-pound championship astatine the Junior International Invitational Boxing Championships here last summer, hour angle a chance for an Olympic gold medal inch the lightweight division today."
2,"NEW YORK, September 22 (newratings.com) - A witness inch the first Enron criminal trial, and angstrom former executive astatine the company, testified today that she believed that the Enron executive now on trial were involved in an effort to hide an illicit deal"
1,Rome : Juventus extended their lead at the top of Serie angstrom to six points after they scraped angstrom 1-0 home win over Fiorentina and close rival AC Milan were held to angstrom scoreless draw at Brescia.
3,"quot;NVIDIA and Intel corporation announce that the company have sign a broad, multi-year patent cross-license agreement spanning multiple product line and product generations."
2,"aircraft maker Airbus insisted on Thursday it rich person no intention of pickings sides inch a Microsoft antitrust case, evening though information technology filed angstrom brief inch an EU court on the software giant #39;s side."
0,"Producer monetary value billow 1.7 percentage in October, their crisp monthly addition inch about fifteen years."
3,"personal computer World - Linksys volition supply broadband-to-phone organizer and, eventually, Wi-Fi equipment."
3,prophet target adds \$2.6 million to bottom line after tax adjustment related to ex-CEO's rupture package.
0,"KABUL -- two US soldier died and another was injured when a bomb rend through their patrol inch southern Afghanistan yesterday. The military personnel be attacked near Deh Rawood, angstrom town four hundred kilometer southwest of Kabul where"
1,HEARTS UEFA Cup adventure May have be derailed in Rotterdam but coach Craig Levein can take comfort from the fact he has three more game to get information technology back on track.
1,"For years, Shawsheen technical school and Greater Lowell have battle for the William J. Collins cup on Thanksgiving Day."
3,"The Java studio enterprise seven platform, available now, offers angstrom collaboration feature called Code-Aware that let distribute team of developers in different buildings and different continent work together on projects, harmonize to Sun."
3,"Nokia hour angle forecast that smartphone cargo worldwide are expected to addition to 238 million units by 2008, up from 23 million this year, harmonize to Anssi Vanjoki, executive frailty president and general director of multimedia at Nokia."
2,"CONSUMER good maker Colgate-Palmolive said today information technology would cut about 12 per cent of its 37,000-person work force and stopping point a third of its factory worldwide as part of angstrom four-year restructuring."
0,"Former deputy leader of Malaysia, Anwar Ibrahim, has returned home after two calendar month overseas, and ahs pledged to battle on for reform inch Malaysia."
3,"Internosis Inc., an information technology company in Arlington, plans to move information technology headquarters to greenbelt inch October. The relocation volition bring 170 jobs to prince George's County."
3,Customers of dash Corp. and SBC communications Inc. will be able to use both companies' radio internet connections with less hassle nether angstrom reciprocal deal announced Friday.
0,"Seoul (Reuters) - The determination of North Korea to develop nuclear arms could harden after President shrub and his rival, senator John Kerry, clashed over how to proceed with six-party talks on Pyongyang's ambitions, analysts said."
2,"AP - The Dutch supermarket retailer Ahold, quest to streamline global operations and reduce debt, state Sunday information technology volition sell information technology retention inch Spain to Permira Funds for about #36;849 million."
3,"Add United States on-line Inc. to the growing list of companies and organizations avoidance a spam-fighting proposal from Microsoft Corp. AOL cited quot;tepid support quot; for Microsoft #39;s so-called sender Idaho technology, which"
0,"angstrom ""miracle baby"" Washington the victim of child traffickers motivate by fiscal greed, angstrom judge rules."
3,A alliance of private citizens and local chosen official inch new New Jersey plan to file angstrom lawsuit to block the state's use of electronic voting machines.
1,"Brandon Backe wasn #39;t please when the Devil Rays, for the 2001 season, switched the minor-leaguer from outfield to pitcher. Considering how it work out, Backe should give Tampa bay a big thumbs up."
0,"Afghanistan #39;s interim president Hamid Karzai has left his heavily fortified compound in Kabul for his first election rally, inch the stopping point week of campaigning, for this Saturday #39;s first ever direct elections."
3,"The image of angstrom bleary red ball near a failed star just might be the first picture ever snap of a planet outside our solar system, Associate in Nursing astronomer World Health Organization help find the object state on Monday."
1,Reds general director Dan O #39;Brien said Sunday what he has hinted astatine for the stopping point calendar month or so: Dave Miley and his staff volition beryllium back for 2005.
1,"AP - career UNLV ""a gold mine,"" microphone Sanford took over as coach of the Runnin' Rebel on Monday after two years as offense coordinator at high-scoring Utah."
2,"following week, the FCC volition likely change the rules on unbundled network largely inch ways favorable to the Regional bells."
0,"Russian President Vladimir Putin yesterday rejected a key recommendation of a unite Nations panel on expand the United Nations Security Council, saying any reform would be one-sided if new members did not rich person veto power."
2,"United Kingdom #39;s biggest airport operator baa post a 16 percent jump in first-half earnings on Tuesday, meeting expectation arsenic cheap airfares and strong economy drove up passenger numbers."
3,Ziff Davys - Panelists astatine SoftSummit point to emerge alternatives to perpetual license merely say the passage won't be easy.
0,"South African President Thabo Mbeki left ivory Coast #39;s Rebel town of Bouake after talks Sunday, saying mediator would fix proposals to end the crisis inch the world #39;s top cocoa grower."
2,The company has no further expansion plans after buying a Chinese website. Also: virgin articulation pursuit for a better iPod hellip;. PeopleSoft brand promise that Oracle will populate up to hellip;. and more.
1,"The two teams that share the Pac-10 women #39;s basketball title last season -- Stanford and Arizona -- are prime to share information technology again, according to the annual poll released at Pac-10 media day Tuesday at HP pavilion inch San Jose."
0,"Roadside bombings killed four American soldier in Baghdad, the US command state Wednesday, as United States and Iraqi troops stepped up pressure on Sunnite insurgents before this week #39;s start of the Islamic holy calendar month of Ramadan."
3,"inch April a Christian militant announced a summer 2004 expedition to search for Noah's ark. The pursuit didn't happen, and now critic are questioning the project's credibility."
3,"new York (Reuters) - The number of personal computer worldwide is expect to double to about 1.3 billion by 2010, driven by explosive growth in emerging markets such as China, Russia and India, harmonize to a report let go of on Tuesday by Forrester Research Inc."
1,"Carmelo Antony mark 30 point and Kenyon Martin add 24 points and sixteen rebounds, helping the Denver Nuggets clasp off the Toronto bird of prey 112-106 Wednesday night."
1,"inch somber tones and professional adjectives, the president, the athletic director and the no-longer-the-football-coach took turns announcing a University of Florida fire Monday that Washington surprising only for approach Oklahoman rather than later."
