label,text
1,"injured being (Sports Network) Carolina Saturday. reserve miss back Stephen Davis will on the remainder N.C. the season after CHARLOTTE, placed running Panthers - of"
0,"they Philippines (Reuters) rebels in communist Philippine freed confidence two for with more they as held soldiers war"" wanted PRESENTACION, than five months, saying peace had to rebuild of the Wednesday talks ""prisoners - government."
3,"SAN FRANCISCO, game -Ubisoft, November 30, 2004 launch franchise entertainment largest of #39;s installment one video PlayStationR2 next announced its today to publishers, the #39;s - CA the Tom Clancy in Rainbow SixR for world the the plans computer Sony system"
1,brink VETTORI spun today. Zealand to the in crushing Chittagong of victory Test Bangladesh in the second a final over DANIEL MA New Aziz Stadium and the at
0,"positions the Georgian Ossetian South to region overnight accused each reported of other breakaway AFP forces in Georgian storm be Georgia's and other of South Ossetia, as four - soldiers were side's to trying wounded."
3,Hewlett-Packard data companies has a to sell network adapters from deal standard. that start-up can signed times transfer S2io 10 the say than faster #39;s widespread today
1,Annika Sorenstam a enough ADT manage level-par could on was three only it 72 Tour one-stroke in Florida but day of to the maintain a Championship lead.
1,on - Maria shoulder. withdrew from her right at with Advanta AP the Championships Saturday semifinal strained Sharapova a
0,"The governments of Serbia the Prosecutor failed Serb war of Council. have enclave told bring crimes Bosnian tribunal, Chief the United the Bosnia-Herzegovina to Nations Carla Del and to Ponte Security suspects"
2,"The nation largest two weak products on up momentum. help automakers sales, but them expressed confidence that new reported would both Wednesday pick November #39;s"
0,"Renaud Afghanistan 8 Muselier not NATO-led troops - next presence the scale minister their will (AFP) parliamentary elections in French war-torn KABUL, Dec spring, in junior foreign before country back said Wednesday."
3,"ATRAC3plus Europe has files has MP3 tiny two 1GB and players, the NW-E95 and NW-E99 backlit play mp3 Walkman. launched (Sony 512MB officially bit a Network MP3 the bullet) compressed and Both have and small blue Sony LCD screen."
2,"Bank This America not the an to the at 4,500 jobs of option reorganizing its while structure. is reduces jobs. first time when has bank cut least"
0,"could Sudani, interim rebel-held out government after to calm help strongholds colleague, elections due before January. the in Mahmoud Sheikh efforts he got on of jail Thursday. #39;s"
0,"AFP - nuclear program, of stalled next Powell will visit Japan, Iraq, effort South beginning and Colin North China talks on the said. terrorism US end the impasse week matters, Korea's and over State Secretary other to Korea the State Department for"
1,"to SPECTATORS trained be but a the of the seek eyes NO Europe will Real humiliating, on Romes Olympic Stadium the will the in Madrid tonight win they probably need watching as ground, be from exit avoid early Champions League."
1,"and - Greene for Thomas and a Brown 382 yards two No. David for 20-14. rushed AP 107 yards threw career-high 10 Georgia held off Arkansas touchdowns,"
3,gadgets of United Microelectronics Corp. No. the doubled its world's producer made-to-order and mobile #151; than for reported that as third-quarter net profit more - Wednesday AP of chips shipments 2 chips year phones on #151; other on increased.
2,"trial - The 06, takeover - bid was 2004 a sales. related Conway AccountingWEB.com to #39;s Oracle about PeopleSoft featured #39;s revelation that CEO Craig of October fired last of for making misleading week opening statements the PeopleSoft"
0,"- in Japan's and - Canadian released economy TOKYO the during actually barely ending Sept. 30 period to the April-June slight it Wednesday. grew instead quarter squeezing out Press growth, according shrank revised government data (AP) of"
2,"stepped up Employers WASHINGTON percent. - in August, by payrolls and 144,000 expanding lowering hiring the unemployment to 5.4 rate"
3,"sites customers--rose quot;According to look Anti-Phishing Working Group, in sites--the practice of sites act that popular and personal like phishing sites in from banks information order to steal the making such from as 543 Zastrossi writes September to"
0,The and Gaza prevented off from by Strip leaving. shutting down Erez Crossing army the Industrial Zone Wednesday Israeli Palestinians and sealed
2,"Roundup Monsanto (Reuters) - into said key closed target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt; on Wednesday an the its YORK Department has NEW a HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N issues potential antitrust &lt;A regarding U.S. inquiry ingredient used in Justice Co. herbicide."
3,"of - United said Worldwide today. robots sales to record while in the released half of levels 2004 industrial to fell grew, labour costs Europe Commission report Nations Economic Geneva equipment first the in a for after be surged prices"
0,border. for reports journalist is Mexican his prominent the organised crime A killed on on US known
3,"For #39;s seemingly few the a have attacked Microsoft system, operating Web programs basis. years, e-mail viruses or on past weekly browser"
0,"Reuters a A by commentator watched a\surveillance Friday a video French\city whose a\Strasbourg militants plotting to shot modern-day would in on Paris market, Islamic the - Babylon court which bomb residents brands go to hell."
2,leave Stern the will a Howard different joined than in Infinity Broadcasting 1985. first very out Viacom-owned The he radio giant company started a
0,"software - software said it will join with second-largest automobile Microsoft firm, Infosys Technologies, companies. provide to and to AFP manufacturing, banking consulting and India's"
