label,text
1," ChARLOTTE, n.C. (SPorTs NETWork) - caroliNA Panthers  runninG baCk STephen davis wilL miss The remainDER oF thE  sEason After BeiNg plAced on injUred REservE SaturdAy."
0," PRESENTACION, PhiliPpinEs (Reuters) - PhiLippine comMuniSt  rebels Freed WedNEsdAy two soldierS thEY had heLd aS ""prisoneRs  of War"" fOr MOre THan fivE mOnThs, sAying they WanTed to  rEbuild confIDence in PeaCe talks wiTh The governMent."
3,"SAN fraNcisCO, cA - NOvember 30, 2004 -Ubisoft, oNe of the world #39;s larGest vidEo Game pubLIsherS, toDay anNouncEd itS pLaNs to launCh the NexT inStallMenT IN the Tom ClancY #39;s RainBow SixR frAncHisE foR the Sony PLayStatIonR2 coMputer enteRtaInmEnt sYstem "
1,DANIEL VETTOrI SPuN new zealaND tO the brink oF a cRuShInG victory ovEr BanglaDesh iN The seconD and final TEst at The MA Aziz Stadium In chitTagONG tOday.
0,"AFp - GeorgiAn anD SoUTh OssEtiaN forces overniGht AccuseD eaCH other of tryIng To storm tHE Other side's posiTIons in GeOrgIa's breakaway Region of south ossEtIA, as fOUr Georgian SolDiers were reported to be woUnded."
3,Hewlett-PackArd haS sIgnED A dEAl tO sell netwoRK adAPtErs frOm starT-up S2io thaT tHe cOmpAnies say can tRaNsFer datA 10 Times fasTeR tHan TodAY #39;s wiDEspread Standard.
1,Annika SOreNstam Could only manage a LEvel-par 72 on day threE oF the ADT TOuR CHaMpionship in Florida buT it was eNough to maiNtain a one-strOke leaD.
1,AP - Maria ShArapova wiTHdreW fRom her SemifInal aT the AdvanTa championshipS on SatuRDay with a strAIned rigHt shoUlder.
0,"The goverNMents of SerbIA anD the BosNian SErb enclaVe of Bosnia-HerzegOvina have fAilEd to brinG war criMeS suspectS to ThE UniTEd nations trIbunal, ChiEF ProsecutoR Carla Del Ponte TolD the SecURity Council."
2,"The natiOn #39;S two lARgest automakErs on WEDNesday rePorted weaK NoVeMBER sAles, but bOth ExpresseD CONfidEnce that neW pRoDucts wouLd HelP them piCK up momentum."
0,"KABuL, dec 8 (AFP) - NATO-lEd tRoops in afghanistan wilL not scale back theIr pResence bEforE parliAMentaRy electiOns iN thE war-toRn couNtry nEXt spring, FrEncH junior foreiGn minIster renaud Muselier sAId wEdneSdAy."
3,"Sony EuRoPe haS lAunchEd Two Tiny 512Mb and 1gB Mp3 Players, the NW-E95 and NW-E99 network wAlkman. Both play MP3 (Sony Has officially biT the mp3 bUllet) and ATRAC3plus cOmprEssed fileS aNd hAve A smaLl BLue BAcKlit LCD scrEen."
2,"Bank Of AMEriCa hAS an option tO cut at least 4,500 jobs whILe rEorganizINg its StrucTuRe. This is not The first time wheN the Bank reduces joBs."
0,"coUld hElp tHe Interim goVernmEnt #39;s efforts to cAlm reBEl-HeLD StrongholdS before elections due in JanuaRY. cOlleague, SheIKh MAhmoud sudanI, after he gOt out of jAil oN Thursday."
0,"AFP - uS SEcretary of STate ColIn PoWEll will visit JapAn, China AnD SouTH KOrea bEgInnIng neXT week for Talks on the stalled eFfort to eNd thE impasse OVer North KoreA'S Nuclear program, IrAq, terroriSm and other mattErS, tHe StAte DePartment said."
1,"NO SPEctATORS wiLl be wAtching in tHe groUnd, buT ThE eyeS Of Europe will Be traiNEd on Romes OlympiC Stadium tonight aS Real MAdrId seek tHe win thEy prObaBly need To avoiD a humiliaTing, early exit frOm the CHampions LeAguE."
1,"Ap - David Greene threw foR A CAREeR-High 382 yarDs aNd Two tOuchdoWns, THomas Brown rUshed For 107 yards And No. 10 GeorgIa held ofF arkANsas 20-14."
3,Ap - UniTeD MIcROelectroNIcs CorP.  #151; The world's No. 2 ProdUCeR of mAde-to-orDER chiPs  #151; On Wednesday rEpoRted that its thIrD-quarteR net ProfiT mOre thaN doUbLed oN year As sHipments of chIpS fOr mobilE phones and oTheR gaDgETs inCreasEd.
2,"AccouNtIngWEB.com - OCtobeR 06, 2004 - The openinG Of a TrIal rELated to Oracle #39;s TaKEoveR Bid of PeopleSoFT feAturEd tHe rEvelaTION that CEO CraiG ConwAy was FirED last week for making MiSleading sTatEmeNts AbOut Peoplesoft #39;s saLes."
0,"Canadian prEsS - TOKYo (AP) - Japan's econOmY bArElY grew duriNg thE qUarter EnDing SePT. 30 and In thE april-JunE PerioD It AcTually shraNk InstEaD of Squeezing oUT slight GroWth, ACcoRdinG To RevIsEd goVErnmEnt datA releAsed wednesdAy."
2,"WAShiNGTON - Employers sTEppeD up hIRIng iN AugUst, expanDing payrolls by 144,000 and lowerIng The uneMployment rAte To 5.4 percent."
3,"zastRossi writEs  qUot;AcCOrding to The anTi-PHiShing Working GrouP, PhIsHINg SItes--the practice OF making sitEs thAt lOok and acT like populaR sitEs Such as BankS in order to sTeaL personal inFOrMATION froM CuSTomers--rose from 543 SiteS in sePtembeR to "
0,The isrAeli aRmy SealeD Off gaza StrIp WedneSday By shUtTing down Erez CRoSSing and the IndUstriaL ZOne and pREvented Palestinians fRom lEaVinG.
2," NEW YoRK (REuteRs) - MonsantO co. &lt;A HREF=""htTP://Www.InvestOr.rEuters.com/FullQuote.aSpx?ticker=MON.N TarGet=/stocks/quickInFO/fUllQuote""&gt;MON.n&lt;/A&Gt; on WEDnesday saId  the U.S. JUstice DePartment has Closed an inquIry into  PoTentIal anTitrusT iSsues regarding a KeY ingrEdient used In  its Roundup hERbicIDe."
3,"GenevA - WorLdwide SaleS OF iNduStriaL robOts surged To recOrd levelS in the firsT hALf of 2004 AfTER eQUipmEnT pricEs fell WHile labOur costs grew, THE UniteD Nations EConomic commission For EuroPe sAid in a RepoRt tO be released toDAY."
0,A PrOmINenT MExican jOurNaList knOwn for hiS rePorTS on orgAnised  cRime is kiLlEd on the US border.
3,"For the pasT Few yEars, viruses hAve attacked microsOfT #39;s oPeratIng sYstem, Web broWsEr OR e-mail progRams seemingly on a weekly baSIS."
0,"reuterS - A PaRis Court watChed On FriDay A\surveIllance video SHOt by IslaMic militantS plotting To boMB a\StrasBOuRG mARkEt, iN WhIcH a commentatoR bRAnds the French\city a modern-dAy BabylOn WhOSe ResIdents WOUld go tO hell."
2,HOwArd SteRN WIlL leAve A very DiFferEnt coMpanY than thE InFinITy BroadcasTing hE first Joined in 1985. THE viacom-Owned radio gIant STarted out a 
0,"AFP - MicrOSofT Said it wiLl join with India'S seCoNd-largEst software Firm, InfosYs technologies, to providE sOftwAre aNd ConsuLTing tO mANufacturing, banKing and automOBile coMPAniES."
3,"A nEw spAcecrAft is beIng rEadiEd to make the fAstEst, mosT detaiLed study Yet of the fleETinG gAMma ray bursts EManatiNG frOm DeEp in space."
3,IndivIDuAlly theyve beEn unstoPpable in their respECTIve IndUsTrieS. thEyre boTH Legends that haVe survived the dOt cOm burst and cAme out winNerS.
2," NEW YORK (Reuters) - u.S. stocks endEd Slightly loweR oN  TueSdaY, buT well aBove thEir lOws, afTer Crude oil RetReAtEd  fRoM a record OF Over \$54 a baRrel."
3,The SenAte JudiCiarY CommItTee IS cONsideRing a copyrIghT biLl tHaT sTands At the ceNTer oF thE file-shaRing DEbaTE.
