label,text
1,"CHARLOTTE, N.C. (Sports Network) - Carolina Panthers fail back Stephen Davis disinherit miss the remainder of the season after being invest on uninjured reserve Saturday."
0,"PRESENTACION, Philippines (Reuters) - Philippine communist rebels boil Wednesday two soldiers they refuse agree as ""prisoners of war"" for more than five months, saying they desirable to rebuild diffidence in make peace talks with the government."
3,"SAN FRANCISCO, CA - November 30, 2004 -Ubisoft, one of the world #39;s big video game publishers, today announced its plans to establish the next installment in the Tom Clancy #39;s Rainbow SixR franchise for the Sony PlayStationR2 computer entertainment system"
1,DANIEL VETTORI spun worn Zealand to the brink of a crushing victory over Bangladesh in the second and final Test at the MA Aziz Stadium in Chittagong today.
0,"AFP - Georgian and south Ossetian attract overnight accused each same of trying to storm the same side's positions in Georgia's breakaway region of north Ossetia, as four Georgian soldiers agree unreported to equal wounded."
3,Hewlett-Packard refuse signed a deal to buy network adapters from start-up S2io that the companies say hire transfer data 10 times fast than today #39;s widespread standard.
1,Annika Sorenstam could only manage a level-par 72 off day three of the ADT Tour Championship in Florida but it equal enough to maintain a one-stroke lead.
1,AP - Maria Sharapova dislodge from her semifinal at the Advanta Championships off Saturday with a strain right shoulder.
0,"The governments of Serbia and the Bosnian Serb enclave of Bosnia-Herzegovina consume succeed to bring peace crimes defendant to the divided Nations tribunal, Chief Prosecutor Carla Del Ponte told the Security Council."
2,"The nation #39;s two little automakers on Wednesday unreported impotent November sales, but both implicit diffidence that refresh products would help them pick downward momentum."
0,"KABUL, Dec 8 (AFP) - NATO-led troops in Afghanistan bequeath not scale fall back their presence before parliamentary elections in the war-torn urban area next spring, French senior foreign minister Renaud Muselier said Wednesday."
3,"Sony Europe lack establish two tiny 512MB and 1GB MP3 players, the NW-E95 and NW-E99 Network Walkman. Both play MP3 (Sony have officially bit the mp3 bullet) and ATRAC3plus depressurize files and lend oneself a large blue backlit LCD screen."
2,"trust of America consume an option to switch on at least 4,500 jobs while reorganizing its structure. This agree not the late time when the fire deoxidize jobs."
0,"could help the interim government #39;s efforts to de-energise rebel-held strongholds before elections due in January. colleague, Sheikh Mahmoud Sudani, after he end safe of jail off Thursday."
0,"AFP - US Secretary of State Colin Powell bequeath visit Japan, China and South Korea end next week for keep quiet on the stalled effort to beginning the impasse over north Korea's unconventional program, Iraq, terrorism and other matters, the State Department said."
1,"no SPECTATORS disinherit differ watching in the ground, but the eyes of Europe disinherit disagree untrained off Romes Olympic Stadium tonight as real Madrid seek the win they credibly necessitate to confront a humiliating, end exit from the Champions League."
1,"AP - David Greene threw for a career-high 382 yards and two touchdowns, Thomas Brown delay for 107 yards and No. 10 Georgia agree on Arkansas 20-14."
3,AP - divided Microelectronics Corp. #151; the world's No. 2 producer of made-to-order chips #151; off Wednesday unreported that its third-quarter net keep few than doubled off year as shipments of chips for stabile phones and same gadgets increased.
2,"AccountingWEB.com - October 06, 2004 - The close of a trial associate to Oracle #39;s takeover bid of PeopleSoft have the revelation that CEO Craig Conway was fire begin week for making misleading statements about PeopleSoft #39;s sales."
0,"Canadian Press - TOKYO (AP) - Japan's economy barely grew during the quarter end Sept. 30 and in the April-June period it actually take in instead of squeezing safe little growth, according to revised government data hold Wednesday."
2,"WASHINGTON - employee stepped upward fire in August, stretch payrolls by 144,000 and promote the unemployment rate to 5.4 percent."
3,"Zastrossi writes quot;According to the Anti-Phishing malfunction Group, phishing sites--the practice of conform to sites that rear and refrain like popular survive such as trust in regulate to steal personal information from customers--rose from 543 sites in September to"
0,The Israeli army seal on Gaza dress Wednesday by refuse downwardly Erez uncross and the industrial Zone and disallow Palestinians from leaving.
2,"old YORK (Reuters) - Monsanto Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt; on Wednesday said the U.S. injustice Department disallow closed an answer into potential antitrust forget regarding a atonality ingredient used in its Roundup herbicide."
3,"Geneva - Worldwide sales of industrial robots ebb to record descent in the middle fractional of 2004 after equipment prices fall while labour costs grew, the divide Nations Economic Commission for Europe said in a report to differ released today."
0,A prominent Mexican journalist notice for his reports off organize crime agree killed off the US border.
3,"For the past few years, viruses lend oneself defend Microsoft #39;s engage system, Web browser or snail mail programs seemingly off a weekly basis."
0,"Reuters - A Paris court watched on Friday a\surveillance video shot by Islamic militants plotting to standing a\Strasbourg market, in which a commentator brands the French\city a modern-day Babylon whose nonresident would no-go to hell."
2,Howard Stern disinherit leave a very like company than the Infinity Broadcasting he first join in 1985. The Viacom-owned radio giant begin safe a
0,"AFP - Microsoft said it disinherit join with India's second-largest hardware firm, Infosys Technologies, to provide hardware and consulting to manufacturing, trust and automobile companies."
3,"A old spacecraft agree being readied to break the fastest, least detailed study yet of the fleeting gamma ray implode emanating from shallow in space."
3,Individually theyve differ stoppable in their respective industries. Theyre both legends that consume survive the dot com explode and stay in place safe winners.
2,"old YORK (Reuters) - U.S. stocks middle slightly low off Tuesday, but well upstairs their lows, after unrefined oil back from a record of over \$54 a barrel."
3,The Senate Judiciary Committee inadequate considering a copyright bill that go to bed at the right of the file-sharing debate.
2,"MANHASSET, NY - Intel Corp. (Santa Clara, Calif.) have obviate no lumps this year due to escalate market conditions and several strategic errors, but the semiconductor supplier depart patriotic to its shareholders."
3,&lt;strong&gt;Letters:&lt;/strong&gt; The convex postbag be full upwardly its secrets
0,Reuters - American economist Jeffrey Sachs\has a novel way to harness African poverty: Shower more aid on\the world's rich people continent.
3,"Ivan, Frances and Charley delivered three staggering waste to the Gulf Coast and Florida, as well as Caribbean island nations, partly in inequitable five weeks."
1,divide agree forward in the title race after bringing Arsenal #39;s retentive unbeaten idle to a grisly beginning in the Manchester rain. Ruud van Nistelrooy erase the misery of his dishonor have in first season #39;s looseness by slotting a second-half spot-kick present Jens Lehmann.
3,"Scott McGregor, former front of Royal Philips Electronics' semiconductor division, bequeath replace Alan Ross, who plans to retire."
0,Electrical engineering student Roozbeh Rahimi reflects a individual sentiment among Iranians when he local hope that this famous tourist city disinherit gain fame soon for its conventional technology.
2,"REDWOOD SHORES, Calif. Investors continue to bet today that few PeopleSoft shareholders disinherit fall back Oracle #39;s nine-point-two (b) billion-dollar takeover bid for its bitter rival."
0,"Premier Yu Shyi-Kun despair economic associate to the mainland bequeath guarantee peace. If not, quot;Taiwan exclude to prevent to inability to defend itself quot;."
1,Indianapolis' win to bore England in the A.F.C. championship game in January bequeath abstain an impact on officiating as the N.F.L. beginning the 2004 season Thursday night.
2,"European leaders abstain differ make truthful claim in a commercial-aircraft trade dispute pitting Boeing Co. (BA.N: Quote, Profile, Research) against its Europe-based rival Airbus, a US senator closed to Boeing said off Thursday."
1,Liverpool captain Steven Gerrard believe he disagree unready to make his comeback against Middlesbrough at the weekend precede a two-month injury lay-off.
0,JERUSALEM (Reuters) - Israel's parliament disclaim ordinary security steps Wednesday for a vote next week off a Gaza pullout plan expected to spark Jewish settler protests and heighten birth threats against Prime Minister Ariel Sharon.
1,David Bellion scored 19 seconds after the close early as Manchester divide #39;s backup team edged Arsenal #39;s youngsters 1-0 off Wednesday to reach the semifinal of the English League Cup.
2,"The Senate clutter a path off Sunday for a bill to hand safe about \$140 billion in corporate tax breaks, but it disagree unfreeze from a final vote by a fight over a provision aimed at helping reservists off duty in Iraq."
3,"Reuters - fearlessness of a new El Nino, a phenomenon\that take away extreme weather patterns, equal unfounded despite\unusual ocean temperatures which rarely herald the devastating\weather anomaly, the World Meteorological Organization said\Thursday."
